route_id,delay_time
01,3.6778972520908004
04,2.6955069444444444
07,2.403234342829967
08,5.250048490335073
09,2.4625253685570927
10,3.3396635485729136
100,1.460143077288612
101,2.483139475352183
104,2.904487215804158
105,1.9576124144672533
106,1.917241761858169
108,3.0186531559522884
109,1.8833253075726504
11,4.0770889538249415
110,2.123140127605769
111,2.8456451612903226
112,1.916158298444826
114,2.7053804976851854
116,1.210931899641577
117,1.5081606386445097
119,1.4899013496876834
120,2.3215394670496727
121,2.119988255718954
131,4.0147916666666665
132,1.781130392091673
134,2.373733744678054
137,4.194726612475398
14,2.2029073569226263
15,2.152949046920821
16,3.2290755158069726
17,3.0921048071591772
171,1.5169354838709677
18,2.464208333333333
19,6.406628172789462
191,3.7425054112554115
192,1.1025925925925926
193,3.9609629629629626
194,1.7875
201,1.712258281566454
202,2.3912913995726495
21,3.1565152486109156
210,4.186939167890741
211,2.7506660567060717
215,3.1666261720320907
216,2.1075619561643935
217,2.549814814814815
22,3.343840139102236
220,2.123901691891196
222,1.7510635921455686
225,2.5889072191759617
226,1.2344281746031747
23,1.733384245682633
230,2.7381315587812765
236,3.1001737315489266
238,1.5905464258646114
24,5.070941587838536
240,2.0501648945097104
245,1.946626984126984
26,2.7077840747564212
28,4.017444490992879
29,3.7078235567741844
30,2.7031457727266
31,2.7977670532709493
32,2.6791970522010846
33,2.300898605080777
34,2.730735918379333
34E,3.1706111772897865
35,2.8115172521701477
350,2.0902867800217413
351,1.0169708994708995
354,2.151515802890638
36,3.158859352980286
37,2.3732975448905105
38,2.342180880556817
39,2.005563429998914
40,2.200293991617456
41,4.275532320650629
411,3.7512748968540928
42,3.521124692868293
424,0.7070891203703704
426,2.4781161905427473
428,1.7090476190476191
429,1.7969558019813177
43,2.8660397733842062
430,4.822929031354325
435,2.8882938245268592
436,2.9546790535653873
439,2.27671574770259
44,3.449537169313004
441,2.1595486996916136
442,2.0479812019193675
45,2.7766165797294686
450,2.636909729444836
451,1.9753587962962964
455,1.8610559342619353
456,1.1571944444444444
47,4.142273195216966
50,3.0983592999222997
501,2.8916514741114896
504,3.4292954835004177
505,1.280833064508746
51,2.1150506342701014
52,3.7613123106675324
55,1.95278972520908
553,1.5524416666666667
554,2.57921875
556,1.8878461199294534
558,2.4061160714285714
57,2.478993186473025
59,1.7088930643942164
60,3.21510151812952
61,1.4953267162944581
62,2.712462511417955
64,2.3857103256310532
65,4.129967381448756
66,3.632879560702141
67,1.9296614583333334
68,2.202763157894737
69,1.9463958835091235
70,2.704657471933784
71,1.9452290279911248
73,1.4182667690732207
74,2.5955330634278004
743,2.3837844950748175
746_,1.40127688172043
75,2.29122162080883
76,1.9891923911037286
77,1.8264725209080048
78,2.7667063665449203
80,3.0559358981475397
83,2.4986905490614144
85,1.3507440476190475
86,1.884395116362876
87,3.204066226225078
88,3.116307673905803
89,2.8006130993225278
90,2.364056019585253
91,1.8477089078325637
92,2.6281591853777155
93,2.4103467266452077
94,2.3202888191210285
95,1.7618803719742568
96,3.5603377958866615
97,2.7283225059737157
99,3.1775823519371906
CT2,5.893536699411699
CT3,3.9403123587337467
SL1,1.4437463074559846
SL2,1.8547043010752688
SL4,0.8898387096774194
SL5,0.9336021505376344
