gtfs_route_id,reliability_score
9703,32.00941915227626
449,40.25524468576182
448,40.630198757585696
459,42.997043635764754
747,45.480942004577706
195,49.19917090635013
19,49.205904165525475
41,49.24615399524695
70A,49.418184535977765
wad,51.08695652173913
14,51.162260512605286
8,51.44105297509801
701,51.50904158891645
411,51.86014756000492
170,53.2076768031442
354,53.32032827081674
434,53.37006863322656
29,53.817893665141085
238,54.02066046048817
34E,54.203017470258914
430,54.70667666122748
608,55.14882725288295
325,55.91575986358515
553,56.0103196999193
240,56.1399411654257
171,56.33003282374925
450,56.54555063355139
558,56.545963157238276
52,56.70431451743568
112,56.92664283847872
708,56.93156860512979
137,56.98694407171503
105,57.02152118288345
136,57.52943592578224
554,57.61194972629489
435,57.78924186143306
424,57.82399617686573
428,57.91106806588635
16,58.55917681726499
210,58.654646281535896
47,58.714389694913265
217,58.76080531938695
4,58.86394833327468
429,58.89969925200245
211,59.2769537188968
556,59.34590993994612
426,59.822905359330804
236,60.24706727046423
70,60.30239135046176
326,60.31542273945279
465,60.47683880623248
455,60.57383191593963
451,60.7007074176086
215,60.78250855455011
193,60.82427531972586
350,60.84616987173247
230,61.05321941095642
18,61.12997302052712
90,61.2211596593881
91,61.35260546293698
10,61.431223908140026
9702,61.70214882610428
505,61.72741609272072
114,61.98302156684977
245,62.07231792257145
104,62.13043887519345
62,62.723285304015164
26,62.96828261446461
64,63.085117563256375
191,63.08817683944606
351,63.194467149862234
40,63.27416006837203
109,63.35049867881546
627,63.74775012538387
212,63.77138960907081
134,63.81467420490295
33,63.96498485677319
86,64.01488271451012
439,64.40524452537205
76,64.41476439341221
436,64.44534768122428
24,64.4615058324584
9701,64.48885405781957
120,64.60707134878962
43,64.8243197217148
44,64.8410448149824
352,65.11817663463908
131,65.14520556020624
202,65.19542078243434
108,65.19855150848404
221,65.34410849952779
60,65.41585292917543
96,65.53625692171984
95,65.55436801020062
89,65.73370198952024
441,65.98312679953365
42,66.0126844002123
106,66.31205337233781
192,66.32698391803734
84,66.44321108043783
45,66.69803630767396
27,66.71638436834517
50,66.85653838543314
222,67.20283890613938
87,67.2824062278105
51,67.37135346447704
110,67.41110943019758
97,67.41924995913823
65,67.56163521150181
93,67.56545491969847
119,67.64010657442094
78,67.70720522336616
36,67.71984630131334
99,67.74132668856862
59,67.79593766162847
17,67.87895395269162
431,67.88652272405177
30,68.08894086229994
35,68.37656523583854
504,68.44141429814353
201,68.63196173129943
101,68.685650650409
92,68.85144344291045
220,69.04343045436384
55,69.43177137614767
5,69.50160449766442
83,69.56203588572642
80,69.62388049422003
68,69.6427319436573
442,69.68435684699388
225,69.8409569347394
456,70.12364655783178
11,70.22832767255687
132,70.29952222125199
34,70.39039620412287
503,70.41860899958645
214,70.62713935199847
67,70.79252916392674
79,70.86416847961992
94,70.89797800368989
75,71.12349511239158
74,71.60421278798415
85,71.76065253334212
194,72.24534518003676
501,72.48655752714437
38,73.14011704456576
37,73.20896430225358
57A,73.28328043066429
216,73.74238774996519
28,73.80151990285314
121,74.0305376348043
88,74.26696590119869
1,74.33467256521895
9,74.39248583926374
66,74.59942490999323
116,74.71127473424349
21,75.17730695974552
725,75.29206073004082
23,75.69201305816601
117,75.70607465909143
72,75.91739266501554
22,76.18125806449663
57,76.99503001076951
100,77.08202722088956
77,77.14106737566328
39,77.21862216884605
15,77.79379240018842
69,78.28191472512219
31,78.55186866049883
7,79.08529320071432
743,79.85353806023515
741,80.00475986880859
746,80.01871818094773
751,80.05299362109527
71,80.0745286895363
111,80.39673199233039
749,80.73133862347969
32,80.85279722449447
502,81.31945866499281
73,81.98271985497682
742,83.50400718091838
CR-Shuttle001,85.82032926046239
CR-Shuttle002,85.8203292604624
CR-Shuttle003,92.5859317053666
